NUMERO,LOCALIDADE,ESTADO,PAIS,SP,LogLM,LogBM1,LogLIF,LogBFI,LogBIT,LogBP,LogLN,LogBN,LogLIB,LogBB,LogBZP,LogBOC,LogLPB,LogBI,LogLI,LogLB,LM,BM1,LIF,BFI,BIT,BP,LN,BN,LIB,BB,BZP,BOC,LPB,BI,LI,LB,LAT,LONG,LD1,LD2,LD3,LD4,LD5
MN 66716,"St Tangil, Viçosa",Alagoas,Brasil,H,1.961502244,0.737164066,2.000127735,1.022450928,1.324418957,1.944480556,2.717340248,1.1442228,1.530394705,2.717340248,1.560247668,2.037316615,2.202764758,2.323367632,1.091923301,2.570319528,7.11,2.09,7.39,2.78,3.76,6.99,15.14,3.14,4.62,15.14,4.76,7.67,9.05,10.21,2.98,13.07,-9.37,-36.24,1.222034948,-1.919521812,-1.090785176,-1.341857528,-0.450753697
MN 66717,"St Tangil, Viçosa",Alagoas,Brasil,H,1.961502244,0.792992516,1.95586048,0.841567186,1.184789985,1.954445052,2.601207105,1.235471471,1.481604541,2.658859957,1.386294361,2.079441542,2.075684493,2.289499853,0.90825856,2.541601993,7.11,2.21,7.07,2.32,3.27,7.06,13.48,3.44,4.4,14.28,4,8,7.97,9.87,2.48,12.7,-9.37,-36.24,-0.250857747,-1.437543499,-0.298095151,0.159332072,-1.81170389
MN 66718,"St Tangil, Viçosa",Alagoas,Brasil,H,1.974081026,0.806475866,2.028148247,1.071583616,1.396244692,2.002830439,2.777576264,1.30833282,1.534714366,2.738902665,1.617406082,2.129421474,2.246014742,2.441477092,0.797507196,2.646174797,7.2,2.24,7.6,2.92,4.04,7.41,16.08,3.7,4.64,15.47,5.04,8.41,9.45,11.49,2.22,14.1,-9.37,-36.24,-0.178312638,-1.765359136,0.011773511,-1.719264177,-0.620803346
MN 66719,"St Tangil II, Viçosa",Alagoas,Brasil,H,1.882513832,0.727548607,1.982379829,0.924258902,1.226712291,1.965712776,2.683074215,1.226712291,1.406096988,2.683074215,1.483874689,2.005525859,2.065596135,2.372111156,1.150572028,2.587011873,6.57,2.07,7.26,2.52,3.41,7.14,14.63,3.41,4.08,14.63,4.41,7.43,7.89,10.72,3.16,13.29,-9.37,-36.24,0.135989452,-1.438380468,-0.323490392,-0.476436904,-1.350169064
MN 66723,"St Tangil II, Viçosa",Alagoas,Brasil,H,1.954445052,0.774727168,2.118662255,1.004301609,1.25846099,1.998773639,2.762538386,1.232560261,1.523880024,2.730463796,1.581038438,2.112634509,2.194999882,2.403334996,1.101940079,2.641197894,7.06,2.17,8.32,2.73,3.52,7.38,15.84,3.43,4.59,15.34,4.86,8.27,8.98,11.06,3.01,14.03,-9.37,-36.24,0.161891439,-1.227479889,-0.950172382,-0.077244118,0.185269914
MN 66724,"St Tangil II, Viçosa",Alagoas,Brasil,H,1.930071085,0.703097511,2.008214032,0.904218151,1.17557333,1.989243274,2.693274916,1.355835154,1.576914721,2.72392355,1.510721939,2.116255515,2.162172939,2.435366204,0.966983846,2.645465326,6.89,2.02,7.45,2.47,3.24,7.31,14.78,3.88,4.84,15.24,4.53,8.3,8.69,11.42,2.63,14.09,-9.37,-36.24,-0.512230578,-0.055576786,0.32104076,0.37734634,-0.353110267
MN 66727,"St Bananas, Viçosa",Alagoas,Brasil,H,1.990610328,0.802001585,2.05796251,1.124929597,1.335001067,2.036011984,2.76000994,1.202972304,1.506297154,2.734367509,1.62924054,2.161021529,2.222459049,2.494031558,1.160020917,2.696652156,7.32,2.23,7.83,3.08,3.8,7.66,15.8,3.33,4.51,15.4,5.1,8.68,9.23,12.11,3.19,14.83,-9.37,-36.24,-0.934080748,-2.049876039,-0.973455572,-0.071985637,0.713496046
MN 66728,"St Bananas, Viçosa",Alagoas,Brasil,H,1.915450942,0.770108222,2.009555414,0.959350221,1.235471471,1.953027617,2.771963527,1.264126727,1.532556868,2.702702595,1.465567542,2.05284086,2.143589362,2.286455711,1.061256502,2.595254707,6.79,2.16,7.46,2.61,3.44,7.05,15.99,3.54,4.63,14.92,4.33,7.79,8.53,9.84,2.89,13.4,-9.37,-36.24,0.95436957,-2.519917272,-0.464101668,-0.207587106,-0.621100284
MN 66734,"Faz Pindobinha, Viçosa",Alagoas,Brasil,H,1.967112357,0.770108222,2.076938411,0.943905899,1.371180723,1.976854953,2.765689981,1.266947603,1.490654376,2.744060639,1.635105659,2.093097868,2.213753879,2.526528324,1.105256831,2.677590994,7.15,2.16,7.98,2.57,3.94,7.22,15.89,3.55,4.44,15.55,5.13,8.11,9.15,12.51,3.02,14.55,-9.37,-36.24,0.062211523,-1.008363545,0.646900549,-1.634532908,0.364030945
MN 66735,"Faz Pindobinha, Viçosa",Alagoas,Brasil,H,1.930071085,0.746687947,2.010894999,0.993251773,1.313723668,1.93874166,2.655352412,1.238374231,1.515127233,2.738902665,1.504077397,2.068127782,2.150598736,2.433613355,0.97455964,2.640484882,6.89,2.11,7.47,2.7,3.72,6.95,14.23,3.45,4.55,15.47,4.5,7.91,8.59,11.4,2.65,14.02,-9.37,-36.24,0.487838541,-1.122044765,0.537717518,0.047865039,-0.293372231
MN 66737,"Faz Pindobinha, Viçosa",Alagoas,Brasil,H,2.036011984,0.862889955,2.115049969,1.137833002,1.423108334,2.018895042,2.834389123,1.223775432,1.521698998,2.751748056,1.625311262,2.116255515,2.253394849,2.445819261,1.085189268,2.643333886,7.66,2.37,8.29,3.12,4.15,7.53,17.02,3.4,4.58,15.67,5.08,8.3,9.52,11.54,2.96,14.06,-9.37,-36.24,0.17457475,-3.295723371,-0.712477206,-2.066785151,0.189534489
MN 66738,"Faz Sæo Pedro, Viçosa",Alagoas,Brasil,H,1.913977102,0.845868268,2.028148247,1.01884732,1.199964783,1.922787732,2.624668592,1.036736885,1.497388409,2.695302628,1.541159072,2.065596135,2.170195905,2.38416508,1.202972304,2.634762405,6.78,2.33,7.6,2.77,3.32,6.84,13.8,2.82,4.47,14.81,4.67,7.89,8.76,10.85,3.33,13.94,-9.37,-36.24,1.192390231,-0.233540454,-1.711200592,1.462397996,0.52895991
MN 66740,"Faz Riachæo II, Viçosa",Alagoas,Brasil,H,1.893111963,0.652325186,2.107786015,1.214912744,1.430311247,1.930071085,2.77695418,1.269760545,1.337629189,2.730463796,1.682688374,2.084429083,2.247072383,2.427454075,0.792992516,2.648300197,6.64,1.92,8.23,3.37,4.18,6.89,16.07,3.56,3.81,15.34,5.38,8.04,9.46,11.33,2.21,14.13,-9.37,-36.24,1.329658206,-1.490614119,-0.457034826,-1.352464939,-1.543442392
MN 66741,"Faz Riachæo II, Viçosa",Alagoas,Brasil,H,1.928618652,0.783901544,2.045108863,1.01884732,1.232560261,2.054123734,2.708716646,1.196948189,1.517322624,2.744060639,1.583093937,2.037316615,2.161021529,2.374905755,0.875468737,2.63188884,6.88,2.19,7.73,2.77,3.43,7.8,15.01,3.31,4.56,15.55,4.87,7.67,8.68,10.75,2.4,13.9,-9.37,-36.24,-0.57643394,0.371147354,-1.081379713,-0.57448871,-0.42014978
MN 66744,"St Urucuba, Viçosa",Alagoas,Brasil,H,1.967112357,0.75612198,2.141241943,1.01884732,1.291983682,2.013568798,2.814809738,1.178654996,1.495148766,2.710048204,1.605429891,2.09679018,2.054123734,2.246014742,1.064710737,2.650421088,7.15,2.13,8.51,2.77,3.64,7.49,16.69,3.25,4.46,15.03,4.98,8.14,7.8,9.45,2.9,14.16,-9.37,-36.24,0.65409819,-2.743544629,-0.700185103,0.072194074,0.881470023
MN 66745,"St Pedra de Fogo dos Pereiras, Viçosa",Alagoas,Brasil,H,1.89761986,0.703097511,2.000127735,0.871293366,1.137833002,1.932969638,2.669309373,1.124929597,1.539015448,2.683757509,1.470175845,2.054123734,2.131796772,2.373975089,1.118414916,2.613739522,6.67,2.02,7.39,2.39,3.12,6.91,14.43,3.08,4.66,14.64,4.35,7.8,8.43,10.74,3.06,13.65,-9.37,-36.24,0.969432069,-0.09295637,-1.321967738,0.780302517,0.446773968
MN 66753,"St Pedra de Fogo dos Pereiras, Viçosa",Alagoas,Brasil,H,1.916922612,0.712949808,2.020222182,1.00795792,1.156881197,1.95586048,2.684440335,1.229640551,1.492904096,2.722610352,1.446918983,2.099244169,2.12704052,2.386006701,1.085189268,2.561095788,6.8,2.04,7.54,2.74,3.18,7.07,14.65,3.42,4.45,15.22,4.25,8.16,8.39,10.87,2.96,12.95,-9.37,-36.24,0.156025433,-2.13026569,-1.456155577,0.548314554,-1.262024994
MN 66757,"Faz Cachoeira Grande, Viçosa",Alagoas,Brasil,H,1.972691172,0.765467842,2.063058062,0.955511445,1.244154594,1.974081026,2.796061078,1.187843422,1.570697084,2.756205243,1.593308531,2.089391873,2.273156282,2.475697711,1.211940974,2.693274916,7.19,2.15,7.87,2.6,3.47,7.2,16.38,3.28,4.81,15.74,4.92,8.08,9.71,11.89,3.36,14.78,-9.37,-36.24,0.542559069,-0.68232921,-0.549708223,-0.498481058,1.457183641
MN 66758,"Faz Cachoeira Grande, Viçosa",Alagoas,Brasil,H,1.896119485,0.751416089,1.976854953,0.916290732,1.134622726,1.953027617,2.744060639,1.294727168,1.545432582,2.692598097,1.472472057,2.05284086,2.194999882,2.383242996,1.105256831,2.663749942,6.66,2.12,7.22,2.5,3.11,7.05,15.55,3.65,4.69,14.77,4.36,7.79,8.98,10.84,3.02,14.35,-9.37,-36.24,0.604858862,-0.3064213,-0.1355092,0.626783611,-0.00739806
MN 66759,"Faz Pedra de Fogo, Viçosa",Alagoas,Brasil,H,1.937301775,0.806475866,2.123458427,0.970778917,1.235471471,2.046401688,2.710713319,1.220829921,1.570697084,2.74598804,1.583093937,2.088153482,2.165619238,2.423031246,1.193922468,2.677590994,6.94,2.24,8.36,2.64,3.44,7.74,15.04,3.39,4.81,15.58,4.87,8.07,8.72,11.28,3.3,14.55,-9.37,-36.24,-0.644754911,0.085743248,-0.652079022,0.817803958,0.89558179
MN 66760,"Faz Pedra de Fogo, Viçosa",Alagoas,Brasil,H,1.921324674,0.751416089,2.017566138,0.985816795,1.319085611,2.005525859,2.796671393,1.193922468,1.589235205,2.725235026,1.587192303,2.095560924,2.272125886,2.428336298,1.156881197,2.716679528,6.83,2.12,7.52,2.68,3.74,7.43,16.39,3.3,4.9,15.26,4.89,8.13,9.7,11.34,3.18,15.13,-9.37,-36.24,0.039625126,-0.838814959,-0.736248221,0.038378935,1.589041191
MN 66764,"Faz Pedra de Fogo, Viçosa",Alagoas,Brasil,H,1.964311234,0.770108222,2.024193067,0.978326123,1.324418957,1.957273908,2.731115474,1.345472367,1.566530411,2.718000532,1.5518088,2.109000344,2.209372711,2.535282857,1.095273387,2.709382646,7.13,2.16,7.57,2.66,3.76,7.08,15.35,3.84,4.79,15.15,4.72,8.24,9.11,12.62,2.99,15.02,-9.37,-36.24,0.236910822,-0.945341694,1.329836813,-0.394911269,0.634704824
MN 66766,"Faz Pedra de Fogo, Viçosa",Alagoas,Brasil,H,1.994700313,0.797507196,2.054123734,0.966983846,1.249901736,2.036011984,2.718000532,1.187843422,1.570697084,2.689207113,1.601405741,2.081938422,2.132982309,2.312535424,1.029619417,2.643333886,7.35,2.22,7.8,2.63,3.49,7.66,15.15,3.28,4.81,14.72,4.96,8.02,8.44,10.1,2.8,14.06,-9.37,-36.24,-0.110866642,-0.410121606,-0.718301396,-0.301829654,0.626728305
MN 66767,"Eng Cachoeira A, Viçosa",Alagoas,Brasil,H,1.915450942,0.760805829,2.014903021,0.966983846,1.324418957,1.994700313,2.727852828,1.264126727,1.423108334,2.718000532,1.642872689,2.079441542,2.213753879,2.307572635,0.887891257,2.609334228,6.79,2.14,7.5,2.63,3.76,7.35,15.3,3.54,4.15,15.15,5.17,8,9.15,10.05,2.43,13.59,-9.37,-36.24,-0.341986739,-0.606664554,-0.385434952,-1.050819701,-1.613985214
MN 66768,"Eng Cachoeira A, Viçosa",Alagoas,Brasil,H,1.987874348,0.779324877,2.028148247,0.845868268,1.128171091,1.957273908,2.646174797,1.217875709,1.678963975,2.681706226,1.425515074,2.02287119,2.116255515,2.431857429,1.156881197,2.584751985,7.3,2.18,7.6,2.33,3.09,7.08,14.1,3.38,5.36,14.61,4.16,7.56,8.3,11.38,3.18,13.26,-9.37,-36.24,1.119541187,0.267654056,-0.349192602,-0.440278691,0.607426086
MN 66769,"Eng Itapicurñ, Viçosa",Alagoas,Brasil,H,1.894616855,0.741937345,2.068127782,0.993251773,1.190887565,1.998773639,2.694627181,1.131402111,1.504077397,2.681706226,1.483874689,2.042518188,1.981001469,2.430098413,0.887891257,2.576421759,6.65,2.1,7.91,2.7,3.29,7.38,14.8,3.1,4.5,14.61,4.41,7.71,7.25,11.36,2.43,13.15,-9.37,-36.24,0.626088053,-1.096630175,-1.782554391,-0.522459534,-0.190049712
MN 66771,"Eng Retiro, Viçosa",Alagoas,Brasil,H,1.961502244,0.806475866,1.990610328,1.05431203,1.226712291,2.039920784,2.656054906,1.134622726,1.667706821,2.745345986,1.521698998,2.046401688,2.178155015,2.463853241,1.121677562,2.592265168,7.11,2.24,7.32,2.87,3.41,7.69,14.24,3.11,5.3,15.57,4.58,7.74,8.83,11.75,3.07,13.36,-9.37,-36.24,-0.321991318,-0.374564804,-1.849159757,-0.544628951,0.399484253
MN 66773,"Eng Retiro, Viçosa",Alagoas,Brasil,H,1.93441577,0.708035793,2.09679018,1.050821625,1.238374231,2.002830439,2.789322921,1.305626458,1.539015448,2.651832521,1.611435915,2.004179057,2.154085085,2.314513664,1.193922468,2.615934912,6.92,2.03,8.14,2.86,3.45,7.41,16.27,3.69,4.66,14.18,5.01,7.42,8.62,10.12,3.3,13.68,-9.37,-36.24,1.362700144,-0.472655192,-0.767608763,-1.140013032,-0.281064029
MN 66778,"Faz Caldeir_es, Viçosa",Alagoas,Brasil,H,1.940179474,0.770108222,2.051556338,0.955511445,1.25846099,2.004179057,2.770085592,1.261297871,1.613429934,2.747270914,1.60743591,2.123458427,2.192770227,2.491551193,1.115141591,2.681706226,6.96,2.16,7.78,2.6,3.52,7.42,15.96,3.53,5.02,15.6,4.99,8.36,8.96,12.08,3.05,14.61,-9.37,-36.24,-0.119628518,-0.694617882,-0.238792377,-0.266013519,1.132470628
MN 66780,"Faz Pedra Cascuda, Viçosa",Alagoas,Brasil,H,1.975468951,0.797507196,2.152924318,1.033184483,1.358409158,2.010894999,2.910174385,1.280933845,1.547562509,2.754297452,1.619388243,2.116255515,2.285438934,2.415020522,1.071583616,2.783775912,7.21,2.22,8.61,2.81,3.89,7.47,18.36,3.6,4.7,15.71,5.05,8.3,9.83,11.19,2.92,16.18,-9.37,-36.24,0.523170205,-1.654251545,0.454591407,-0.158690877,2.109613686
MN 66781,"Faz Pedra Cascuda, Viçosa",Alagoas,Brasil,H,1.93874166,0.797507196,2.084429083,0.951657876,1.316408234,1.974081026,2.782539053,1.214912744,1.5518088,2.72392355,1.499623046,2.039920784,2.196112848,2.274185618,1.08180517,2.668616132,6.95,2.22,8.04,2.59,3.73,7.2,16.16,3.37,4.72,15.24,4.48,7.69,8.99,9.72,2.95,14.42,-9.37,-36.24,0.998545586,-1.677873753,0.02771762,0.225452619,0.765373121
MN 66782,"Faz Pedra Cascuda, Viçosa",Alagoas,Brasil,H,1.888583654,0.770108222,2.122261539,1.088561953,1.324418957,1.978239036,2.802754137,1.297463147,1.581038438,2.731766728,1.589235205,2.083184528,2.249184316,2.285438934,1.332366019,2.681021529,6.61,2.16,8.35,2.97,3.76,7.23,16.49,3.66,4.86,15.36,4.9,8.03,9.48,9.83,3.79,14.6,-9.37,-36.24,1.015221612,-1.906801981,-0.435485258,1.366537092,0.651602573
MN 66783,"Faz Sæo Jos_ B, Viçosa",Alagoas,Brasil,H,1.965712776,0.75612198,2.060513532,0.989541194,1.229640551,2.036011984,2.726544784,1.261297871,1.549687908,2.685122696,1.589235205,2.065596135,2.173614712,2.266957915,1.01884732,2.620311287,7.14,2.13,7.85,2.69,3.42,7.66,15.28,3.53,4.71,14.66,4.9,7.89,8.79,9.65,2.77,13.74,-9.37,-36.24,-0.081930921,-0.164657514,-0.848999835,-0.228337405,-0.365244053
MN 66784,"St Boa Vista IV, Viçosa",Alagoas,Brasil,H,1.972691172,0.779324877,2.102913898,0.985816795,1.305626458,1.957273908,2.680336363,1.235471471,1.512927012,2.712042222,1.613429934,2.073171929,2.128231706,2.348514025,1.050821625,2.608598122,7.19,2.18,8.19,2.68,3.69,7.08,14.59,3.44,4.54,15.06,5.02,7.95,8.4,10.47,2.86,13.58,-9.37,-36.24,0.922008722,-0.776915214,0.136094532,-0.511859427,-0.336485922
MN 66785,"St Boa Vista IV, Viçosa",Alagoas,Brasil,H,1.95160817,0.815364813,2.099244169,1.057790294,1.335001067,2.07819076,2.801540544,1.17557333,1.60743591,2.763800216,1.662030363,2.143589362,2.282382386,2.374905755,1.047318994,2.633326655,7.04,2.26,8.16,2.88,3.8,7.99,16.47,3.24,4.99,15.86,5.27,8.53,9.8,10.75,2.85,13.92,-9.37,-36.24,-0.891752295,-1.229529806,-2.319089133,-0.596163308,0.524853779
MN 66786,"St Boa Vista IV, Viçosa",Alagoas,Brasil,H,2.008214032,0.828551818,2.099244169,0.959350221,1.286474026,2.006870849,2.756205243,1.280933845,1.479329227,2.749192144,1.609437912,2.083184528,2.232162629,2.410542234,0.970778917,2.697999865,7.45,2.29,8.16,2.61,3.62,7.44,15.74,3.6,4.39,15.63,5,8.03,9.32,11.14,2.64,14.85,-9.37,-36.24,-0.229842696,-0.179809851,0.759484467,-0.7438028,0.132777615
MN 66787,"St Caboge, Viçosa",Alagoas,Brasil,H,1.976854953,0.760805829,2.109000344,1.022450928,1.208960346,2.002830439,2.743417345,1.208960346,1.467874348,2.739548868,1.465567542,2.083184528,2.173614712,2.484072969,1.166270937,2.692598097,7.22,2.14,8.24,2.78,3.35,7.41,15.54,3.35,4.34,15.48,4.33,8.03,8.79,11.99,3.21,14.77,-9.37,-36.24,-0.246736646,-1.446383574,-0.51062876,0.590731947,0.639292754
MN 66797,"St Gravat_, Quebrangulo",Alagoas,Brasil,H,1.913977102,0.765467842,2.063058062,0.928219303,1.220829921,1.921324674,2.778197961,1.316408234,1.523880024,2.721295428,1.605429891,2.043814364,2.202764758,2.318458442,0.996948635,2.680336363,6.78,2.15,7.87,2.53,3.39,6.83,16.09,3.73,4.59,15.2,4.98,7.72,9.05,10.16,2.71,14.59,-9.31,-36.47,1.715894309,0.098153457,0.940636169,-0.043295313,0.1398741
MN 66800,"St Teixeira, Quebrangulo",Alagoas,Brasil,H,1.928618652,0.819779831,2.075684493,1.064710737,1.430311247,1.974081026,2.817801065,1.141033005,1.366091654,2.710713319,1.617406082,2.047692843,2.214846179,2.321406847,1.036736885,2.634044788,6.88,2.27,7.97,2.9,4.18,7.2,16.74,3.13,3.92,15.04,5.04,7.75,9.16,10.19,2.82,13.93,-9.31,-36.47,0.781757115,-2.819475589,-0.993212309,-1.561515,-0.601170139
MN 66811,"St Alves, Viçosa",Alagoas,Brasil,H,2.03077637,0.797507196,2.060513532,1.124929597,1.300191662,1.982379829,2.811208293,1.353254507,1.581038438,2.72719902,1.654411278,2.156402583,2.269028309,2.369308725,1.029619417,2.698673039,7.62,2.22,7.85,3.08,3.67,7.26,16.63,3.87,4.86,15.29,5.23,8.64,9.67,10.69,2.8,14.86,-9.37,-36.24,0.552251565,-1.842842525,0.459803958,-0.324483039,0.427809209
MN 66816,"Faz Caldeir_es, Viçosa",Alagoas,Brasil,H,1.908059925,0.993251773,2.056684555,0.947789399,1.220829921,1.962907725,2.710713319,1.266947603,1.517322624,2.692598097,1.644805056,2.066862759,2.14710019,2.404238747,0.78845736,2.591516385,6.74,2.7,7.82,2.58,3.39,7.12,15.04,3.55,4.56,14.77,5.18,7.9,8.56,11.07,2.2,13.35,-9.37,-36.24,0.968737567,0.632796425,-0.40279384,-1.308965737,-1.335313034
MN 66817,"Faz Caldeir_es, Viçosa",Alagoas,Brasil,H,1.941615225,0.746687947,2.034705648,1.011600912,1.202972304,1.990610328,2.708050201,1.396244692,1.669591835,2.684440335,1.576914721,2.05284086,2.16791019,2.336019869,1.068153081,2.553343811,6.97,2.11,7.65,2.75,3.33,7.32,15,4.04,5.31,14.65,4.84,7.79,8.74,10.34,2.91,12.85,-9.37,-36.24,0.8982621,-0.162326335,-0.384482337,-0.994300966,-1.176199274
MN 66819,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.940179474,0.78845736,2.121063216,0.951657876,1.272565596,2.00148,2.74598804,1.202972304,1.621366483,2.715356776,1.658228077,2.090628731,2.173614712,2.332143895,1.00795792,2.60194867,6.96,2.2,8.34,2.59,3.57,7.4,15.58,3.33,5.06,15.11,5.25,8.09,8.79,10.3,2.74,13.49,-9.37,-36.24,0.857562627,-0.000365383,-1.247894373,-0.717548253,0.449759442
MN 66820,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.93441577,0.779324877,2.050270164,0.90016135,1.211940974,1.969905655,2.695302628,1.302912752,1.597365331,2.702702595,1.553925203,2.138889,2.181546765,2.339880878,0.875468737,2.589266665,6.92,2.18,7.77,2.46,3.36,7.17,14.81,3.68,4.94,14.92,4.73,8.49,8.86,10.38,2.4,13.32,-9.37,-36.24,0.244555427,-0.238468814,-0.587235514,0.092490498,-0.725168001
MN 66823,"St Cambuim I, Viçosa",Alagoas,Brasil,H,1.927164106,0.737164066,2.136530509,0.936093359,1.241268589,2.056684555,2.806990149,1.366091654,1.587192303,2.72392355,1.665818246,2.101692151,2.254444718,2.315501318,1.141033005,2.654649424,6.87,2.09,8.47,2.55,3.46,7.82,16.56,3.92,4.89,15.24,5.29,8.18,9.53,10.13,3.13,14.22,-9.37,-36.24,-0.448696492,0.387149093,-0.584043932,-0.160175976,0.009244926
MN 66824,"St Cambuim I, Viçosa",Alagoas,Brasil,H,1.93441577,0.802001585,2.117459609,0.904218151,1.289232648,1.994700313,2.653241965,1.156881197,1.695615609,2.72392355,1.564440547,2.111424588,2.136530509,2.32630162,1.166270937,2.675527009,6.92,2.23,8.31,2.47,3.63,7.35,14.2,3.18,5.45,15.24,4.78,8.26,8.47,10.24,3.21,14.52,-9.37,-36.24,0.451382296,0.15246935,-0.350847767,1.920252139,2.140431656
MN 66829,"St Goiabeira, Quebrangulo",Alagoas,Brasil,H,1.906575144,0.810930216,2.063058062,1.08180517,1.297463147,2.039920784,2.787477335,1.166270937,1.427916036,2.717340248,1.578978705,2.111424588,2.23644529,2.451005098,0.989541194,2.69597762,6.73,2.25,7.87,2.95,3.66,7.69,16.24,3.21,4.17,15.14,4.85,8.26,9.36,11.6,2.69,14.82,-9.31,-36.47,-0.79447576,-1.166099007,-1.770882307,0.08430365,0.120971813
MN 66831,"Faz Cambuim II, Viçosa",Alagoas,Brasil,H,1.969905655,0.810930216,2.038619547,1.043804052,1.353254507,1.968509981,2.753023567,1.026041596,1.458615023,2.706715978,1.558144618,2.047692843,2.174751721,2.415020522,0.88376754,2.598979106,7.17,2.25,7.68,2.84,3.87,7.16,15.69,2.79,4.3,14.98,4.75,7.75,8.8,11.19,2.42,13.45,-9.37,-36.24,1.064108083,-1.98088174,-1.945966902,-2.065803201,0.09382476
MN 66832,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.957273908,0.746687947,2.122261539,1.131402111,1.335001067,1.960094784,2.762538386,1.358409158,1.446918983,2.731766728,1.504077397,2.050270164,2.152924318,2.437115986,1.319085611,2.636912173,7.08,2.11,8.35,3.1,3.8,7.1,15.84,3.89,4.25,15.36,4.5,7.77,8.61,11.44,3.74,13.97,-9.37,-36.24,0.734360499,-3.313958354,0.641151377,-0.349699629,-0.855215406
MN 66833,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.95160817,0.832909123,2.113842968,0.924258902,1.2753628,1.998773639,2.726544784,1.283707772,1.54329811,2.682390454,1.576914721,2.066862759,2.157559321,2.204972264,0.932164081,2.601207105,7.04,2.3,8.28,2.52,3.58,7.38,15.28,3.61,4.68,14.62,4.84,7.9,8.65,9.07,2.54,13.48,-9.37,-36.24,0.624024227,-0.41399333,-0.23787171,-0.162009622,-0.702253021
MN 66834,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.93874166,0.765467842,2.148267733,1.047318994,1.252762968,1.93441577,2.77133794,1.278152203,1.560247668,2.742129515,1.581038438,2.081938422,2.174751721,2.373975089,0.837247525,2.634044788,6.95,2.15,8.57,2.85,3.5,6.92,15.98,3.59,4.76,15.52,4.86,8.02,8.8,10.74,2.31,13.93,-9.37,-36.24,1.951107613,-0.746859697,-0.168773966,-0.356751777,0.010107669
MN 66836,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.982379829,0.760805829,1.95160817,1.026041596,1.011600912,1.968509981,2.618125494,1.166270937,1.5518088,2.713369363,1.406096988,2.051556338,2.05796251,2.303584593,1.05431203,2.581730834,7.26,2.14,7.04,2.79,2.75,7.16,13.71,3.21,4.72,15.08,4.08,7.78,7.83,10.01,2.87,13.22,-9.37,-36.24,0.338623356,-1.113724518,-1.165228072,1.448025674,-0.531382022
MN 66837,"St Boa Vista IV, Viçosa",Alagoas,Brasil,H,1.985130862,0.828551818,2.064327904,0.978326123,1.335001067,2.000127735,2.778197961,1.345472367,1.597365331,2.765689981,1.593308531,2.112634509,2.255493485,2.457021446,1.026041596,2.697326238,7.28,2.29,7.88,2.66,3.8,7.39,16.09,3.84,4.94,15.89,4.92,8.27,9.54,11.67,2.79,14.84,-9.37,-36.24,-0.155262716,-1.018645576,1.030523142,-0.717970649,0.532122764
MN 66838,"St Boa Vista IV, Viçosa",Alagoas,Brasil,H,2.013568798,0.854415328,1.971299383,0.90825856,1.25846099,1.991975516,2.742129515,1.291983682,1.470175845,2.720637317,1.488399584,2.132982309,2.189416395,2.335052283,1.156881197,2.620311287,7.49,2.35,7.18,2.48,3.52,7.33,15.52,3.64,4.35,15.19,4.43,8.44,8.93,10.33,3.18,13.74,-9.37,-36.24,-1.093013081,-3.200544778,0.296241853,-0.282719735,-0.966027056
MN 66842,"Faz Sæo Jos_ B, Viçosa",Alagoas,Brasil,H,2.010894999,0.703097511,2.017566138,0.996948635,1.199964783,1.979621206,2.735016649,1.324418957,1.458615023,2.684440335,1.467874348,2.068127782,2.13771045,2.430978308,0.940007258,2.626116818,7.47,2.02,7.52,2.71,3.32,7.24,15.41,3.76,4.3,14.65,4.34,7.91,8.48,11.37,2.56,13.82,-9.37,-36.24,0.107071482,-1.545266543,0.263094644,-1.208606854,-0.985685475
MN 66843,"Faz Lagoa, Viçosa",Alagoas,Brasil,H,1.954445052,0.760805829,2.128231706,1.068153081,1.269760545,2.002830439,2.78192005,1.381281819,1.650579856,2.766319109,1.587192303,2.118662255,2.173614712,2.409644165,0.824175443,2.670694415,7.06,2.14,8.4,2.91,3.56,7.41,16.15,3.98,5.21,15.9,4.89,8.32,8.79,11.13,2.28,14.45,-9.37,-36.24,0.631567061,-0.766684202,0.494529344,-0.109382705,0.39663871
MN 66844,"Faz Lagoa, Viçosa",Alagoas,Brasil,H,1.948763218,0.792992516,2.119863456,0.947789399,1.283707772,1.960094784,2.718000532,1.229640551,1.541159072,2.686486023,1.601405741,2.076938411,2.099244169,2.360854001,1.160020917,2.646174797,7.02,2.21,8.33,2.58,3.61,7.1,15.15,3.42,4.67,14.68,4.96,7.98,8.16,10.6,3.19,14.1,-9.37,-36.24,1.146378361,-0.822647251,0.119068726,0.063155728,0.667314417
