NUMERO,LOCALIDADE,ESTADO,PAIS,SP,LogLM,LogBM1,LogLIF,LogBFI,LogBIT,LogBP,LogLN,LogBN,LogLIB,LogBB,LogBZP,LogBOC,LogLPB,LogBI,LogLI,LogLB,LM,BM1,LIF,BFI,BIT,BP,LN,BN,LIB,BB,BZP,BOC,LPB,BI,LI,LB,LAT,LONG,LD1,LD2,LD3,LD4,LD5
MN 66845,"St Bananas, Viçosa",Alagoas,Brasil,H,1.975468951,0.792992516,2.123458427,1.029619417,1.319085611,2.017566138,2.846071499,1.193922468,1.601405741,2.751748056,1.566530411,2.088153482,2.192770227,2.457021446,0.920282753,2.708050201,7.21,2.21,8.36,2.8,3.74,7.52,17.22,3.3,4.96,15.67,4.79,8.07,8.96,11.67,2.51,15,-9.37,-36.24,0.699583864,-1.442856821,-0.506157921,-0.944528349,1.86277439
MN 66846,"Faz Cajueiro, Anadia",Alagoas,Brasil,H,1.891604804,0.751416089,2.014903021,0.97455964,1.252762968,1.93874166,2.725890119,1.2753628,1.587192303,2.70404218,1.568615918,2.024193067,2.145931283,2.327277706,0.819779831,2.624668592,6.63,2.12,7.5,2.65,3.5,6.95,15.27,3.58,4.89,14.94,4.8,7.57,8.55,10.25,2.27,13.8,-9.41,-36.304,1.740209957,0.119076042,0.186354966,-0.625338708,-0.237195388
MN 66851,"St Gravat_, Quebrangulo",Alagoas,Brasil,H,1.964311234,0.783901544,2.091864062,0.989541194,1.324418957,1.990610328,2.79971739,1.401182974,1.593308531,2.755569717,1.609437912,2.064327904,2.217027205,2.483238593,1.029619417,2.70404218,7.13,2.19,8.1,2.69,3.76,7.32,16.44,4.06,4.92,15.73,5,7.88,9.18,11.98,2.8,14.94,-9.31,-36.47,0.540640836,-0.487324489,1.597079468,-1.259541581,0.513340863
MN 66852,"St Gravat_, Quebrangulo",Alagoas,Brasil,H,1.928618652,0.751416089,2.100468909,1.078409581,1.327075001,1.985130862,2.796061078,1.232560261,1.545432582,2.706715978,1.562346305,2.020222182,2.186051277,2.381396273,1.047318994,2.593013391,6.88,2.12,8.17,2.94,3.77,7.28,16.38,3.43,4.69,14.98,4.77,7.54,8.9,10.82,2.85,13.37,-9.31,-36.47,1.425104161,-1.669526503,-1.194109277,-1.725901214,-0.332922414
MN 66857,"Faz Esperança, Viçosa",Alagoas,Brasil,H,1.91839212,0.741937345,2.158714723,1.08180517,1.40854497,1.93441577,2.7631695,1.345472367,1.617406082,2.721295428,1.704748092,2.112634509,2.260720889,2.422144328,1.229640551,2.670002133,6.81,2.1,8.66,2.95,4.09,6.92,15.85,3.84,5.04,15.2,5.5,8.27,9.59,11.27,3.42,14.44,-9.37,-36.24,1.791507423,-0.711040888,0.394678639,-0.151034621,0.667359873
MN 66858,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.95160817,0.783901544,2.0255132,0.963174318,1.266947603,1.928618652,2.750470917,1.16315081,1.501852702,2.683757509,1.576914721,2.032087845,2.148267733,2.392425797,1.029619417,2.558002205,7.04,2.19,7.58,2.62,3.55,6.88,15.65,3.2,4.49,14.64,4.84,7.63,8.57,10.94,2.8,12.91,-9.37,-36.24,1.742625568,-1.484942352,-1.107812632,-2.248509606,-0.618055889
MN 66862,"Faz Areias, Viçosa",Alagoas,Brasil,H,1.915450942,0.783901544,2.006870849,0.951657876,1.223775432,1.983756292,2.617395833,1.211940974,1.605429891,2.738256043,1.437462648,2.043814364,2.158714723,2.391511302,1.004301609,2.629728234,6.79,2.19,7.44,2.59,3.4,7.27,13.7,3.36,4.98,15.46,4.21,7.72,8.66,10.93,2.73,13.87,-9.37,-36.24,-0.007349019,0.058436488,-0.255902202,1.001453523,0.025219576
MN 66863,"Faz. Areias, Viçosa",Alagoas,Brasil,H,1.976854953,0.806475866,1.993338843,0.970778917,1.249901736,2.008214032,2.724579503,1.272565596,1.648658626,2.760642651,1.581038438,2.132982309,2.123458427,2.395164274,1.147402453,2.636196097,7.22,2.24,7.34,2.64,3.49,7.45,15.25,3.57,5.2,15.81,4.86,8.44,8.36,10.97,3.15,13.96,-9.37,-36.24,-0.470407997,-2.025033596,0.166054147,0.066340772,0.610281754
MN 66865,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.935859813,0.792992516,2.00148,0.963174318,1.232560261,2.029463172,2.712042222,1.199964783,1.646733697,2.694627181,1.663926098,2.152924318,2.235376343,2.3580198,1.10856262,2.623218266,6.93,2.21,7.4,2.62,3.43,7.61,15.06,3.32,5.19,14.8,5.28,8.61,9.35,10.57,3.03,13.78,-9.37,-36.24,-0.522662863,0.140027344,-1.887419632,0.205496298,0.476405854
MN 66866,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.986503546,0.854415328,2.066862759,0.963174318,1.337629189,2.080690761,2.751748056,1.08180517,1.566530411,2.687847494,1.656321498,2.059238834,2.215937286,2.429217744,0.982078472,2.638342789,7.29,2.35,7.9,2.62,3.81,8.01,15.67,2.95,4.79,14.7,5.24,7.84,9.17,11.35,2.67,13.99,-9.37,-36.24,-0.493886803,0.420571461,-2.053956443,-2.136581776,0.935785542
MN 66867,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.953027617,0.760805829,2.047692843,0.940007258,1.266947603,2.002830439,2.789937361,1.25846099,1.53686722,2.680336363,1.669591835,2.07819076,2.187174241,2.345644582,0.862889955,2.632608006,7.05,2.14,7.75,2.56,3.55,7.41,16.28,3.52,4.65,14.59,5.31,7.99,8.91,10.44,2.37,13.91,-9.37,-36.24,0.600561276,0.128287081,-0.586866113,-1.756650009,-0.105365828
MN 66869,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.932969638,0.746687947,2.016235466,0.862889955,1.160020917,1.983756292,2.515274186,1.205970807,1.572773928,2.672768387,1.583093937,2.045108863,2.094330154,2.442347035,0.712949808,2.585505848,6.91,2.11,7.51,2.37,3.19,7.27,12.37,3.34,4.82,14.48,4.87,7.73,8.12,11.5,2.04,13.27,-9.37,-36.24,0.113905313,3.596640861,-0.387327045,-0.422116293,-0.794252844
MN 66870,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.912501087,0.732367894,1.989243274,1.00795792,1.214912744,1.960094784,2.718000532,1.17557333,1.492904096,2.645465326,1.568615918,2.065596135,2.143589362,2.345644582,1.071583616,2.58021683,6.77,2.08,7.31,2.74,3.37,7.1,15.15,3.24,4.45,14.09,4.8,7.89,8.53,10.44,2.92,13.2,-9.37,-36.24,0.926984401,-1.040040732,-1.805149997,-0.623179684,-0.694715526
MN 66871,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.969905655,0.832909123,1.982379829,0.943905899,1.208960346,1.965712776,2.615934912,1.208960346,1.597365331,2.690564887,1.556037136,2.094330154,2.152924318,2.4176979,0.932164081,2.612273246,7.17,2.3,7.26,2.57,3.35,7.14,13.68,3.35,4.94,14.74,4.74,8.12,8.61,11.22,2.54,13.63,-9.37,-36.24,0.289106472,0.510927249,-0.362242084,-0.110100957,-0.162905277
MN 66874,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.950186706,0.815364813,2.029463172,0.970778917,1.196948189,2.006870849,2.751109691,1.184789985,1.609437912,2.701361213,1.495148766,2.085672091,2.135349174,2.433613355,0.802001585,2.615203651,7.03,2.26,7.61,2.64,3.31,7.44,15.66,3.27,5,14.9,4.46,8.05,8.46,11.4,2.23,13.67,-9.37,-36.24,0.429164507,-0.754142149,-1.458571953,-0.894292327,0.367660168
MN 66875,"St Cambuim I, Viçosa",Alagoas,Brasil,H,1.935859813,0.779324877,2.059238834,0.920282753,1.208960346,1.976854953,2.697326238,1.178654996,1.558144618,2.696652156,1.646733697,2.045108863,2.111424588,2.343727036,0.940007258,2.61958322,6.93,2.18,7.84,2.51,3.35,7.22,14.84,3.25,4.75,14.83,5.19,7.73,8.26,10.42,2.56,13.73,-9.37,-36.24,1.060556259,0.931613333,-0.574440835,-0.692942997,0.291813805
MN 66878,"St Goiabeira, Quebrangulo",Alagoas,Brasil,H,1.944480556,0.708035793,2.1690537,0.989541194,1.313723668,2.021547563,2.871302195,1.247032294,1.477048724,2.752386015,1.715598108,2.083184528,2.307572635,2.304583096,1.00795792,2.660259537,6.99,2.03,8.75,2.69,3.72,7.55,17.66,3.48,4.38,15.68,5.56,8.03,10.05,10.02,2.74,14.3,-9.31,-36.47,0.441276686,-0.286881813,-1.122210219,-1.310486926,0.084134423
MN 66881,"Eng Riachæo II, Quebrangulo",Alagoas,Brasil,H,1.871802177,0.774727168,1.960094784,0.97455964,1.217875709,1.91839212,2.642622396,1.134622726,1.539015448,2.667228207,1.430311247,1.989243274,2.069391206,2.258633205,0.996948635,2.540025949,6.5,2.17,7.1,2.65,3.38,6.81,14.05,3.11,4.66,14.4,4.18,7.31,7.92,9.57,2.71,12.68,-9.31,-36.47,1.770780588,-1.400444712,-1.247696757,0.156124581,-0.940857382
MN 66882,"Faz Cambuim II, Viçosa",Alagoas,Brasil,H,1.990610328,0.824175443,2.124653885,1.00795792,1.340250423,2.0255132,2.77133794,1.340250423,1.658228077,2.719978772,1.717395054,2.094330154,2.211565695,2.411439498,1.091923301,2.615203651,7.32,2.28,8.37,2.74,3.82,7.58,15.98,3.82,5.25,15.18,5.57,8.12,9.13,11.15,2.98,13.67,-9.37,-36.24,0.517425806,-0.214733512,-0.076351838,-1.962169307,0.144852962
MN 66886,"Eng Riachæo II, Quebrangulo",Alagoas,Brasil,H,1.971299383,0.722705983,2.080690761,0.896088025,1.360976553,1.915450942,2.768831673,1.294727168,1.637053079,2.7047113,1.54329811,2.12704052,2.197224577,2.410542234,1.160020917,2.557227311,7.18,2.06,8.01,2.45,3.9,6.79,15.94,3.65,5.14,14.95,4.68,8.39,9,11.14,3.19,12.9,-9.31,-36.47,1.502097215,-2.779313083,-0.218116413,-1.676684627,-0.013092339
MN 66887,"St Rio Branco, Viçosa",Alagoas,Brasil,H,1.919859472,0.741937345,2.042518188,0.916290732,1.2753628,1.975468951,2.724579503,1.166270937,1.556037136,2.651832521,1.605429891,2.033397603,2.099244169,2.336019869,0.879626748,2.587764035,6.82,2.1,7.71,2.5,3.58,7.21,15.25,3.21,4.74,14.18,4.98,7.64,8.16,10.34,2.41,13.3,-9.37,-36.24,1.358073734,0.106160253,-1.088820661,-1.607701991,0.055556217
MN 66888,"St Rio Branco, Viçosa",Alagoas,Brasil,H,1.908059925,0.741937345,2.024193067,0.989541194,1.363537374,1.998773639,2.786245049,1.311031877,1.549687908,2.7047113,1.597365331,2.080690761,2.22028985,2.409644165,1.061256502,2.60194867,6.74,2.1,7.57,2.69,3.91,7.38,16.22,3.71,4.71,14.95,4.94,8.01,9.21,11.13,2.89,13.49,-9.37,-36.24,0.132804827,-1.660416438,-0.614533656,-1.731693445,-0.753239363
MN 66889,"St Tangil II, Viçosa",Alagoas,Brasil,H,1.944480556,0.712949808,2.144761008,1.091923301,1.373715579,1.944480556,2.844909384,1.337629189,1.572773928,2.698673039,1.58514522,2.095560924,2.199444334,2.525728644,0.966983846,2.710048204,6.99,2.04,8.54,2.98,3.95,6.99,17.2,3.81,4.82,14.86,4.88,8.13,9.02,12.5,2.63,15.03,-9.37,-36.24,1.937263654,-1.565739005,0.510285932,-1.213250726,1.163876003
MN 66891,"St Tangil II, Viçosa",Alagoas,Brasil,H,1.954445052,0.806475866,2.117459609,1.026041596,1.286474026,1.994700313,2.833801406,1.249901736,1.541159072,2.763800216,1.663926098,2.136530509,2.276241118,2.378619779,1.075002423,2.718000532,7.06,2.24,8.31,2.79,3.62,7.35,17.01,3.49,4.67,15.86,5.28,8.47,9.74,10.79,2.93,15.15,-9.37,-36.24,0.338301561,-1.009657967,-0.341741257,0.276336181,1.087701439
MN 66895,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.982379829,0.75612198,2.179286877,1.181727195,1.371180723,2.02287119,2.780680892,1.178654996,1.564440547,2.751748056,1.595338988,2.090628731,2.200552367,2.33117255,1.08180517,2.71866038,7.26,2.13,8.84,3.26,3.94,7.56,16.13,3.25,4.78,15.67,4.93,8.09,9.03,10.29,2.95,15.16,-9.37,-36.24,0.730444754,-1.758983294,-0.626151657,0.883374917,1.686547672
MN 66896,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.95160817,0.792992516,2.228938553,1.101940079,1.332366019,1.965712776,2.773213527,1.371180723,1.54329811,2.741484977,1.597365331,2.042518188,2.151762203,2.369308725,1.029619417,2.716018371,7.04,2.21,9.29,3.01,3.79,7.14,16.01,3.94,4.68,15.51,4.94,7.71,8.6,10.69,2.8,15.12,-9.37,-36.24,1.780293051,-0.599207756,1.549464992,0.399004486,0.656641986
MN 66901,"Faz Paran_, Viçosa",Alagoas,Brasil,H,1.937301775,0.797507196,2.065596135,1.004301609,1.406096988,1.960094784,2.762538386,1.10856262,1.578978705,2.720637317,1.568615918,2.05284086,2.208274414,2.262804223,0.936093359,2.608598122,6.94,2.22,7.89,2.73,4.08,7.1,15.84,3.03,4.85,15.19,4.8,7.79,9.1,9.61,2.55,13.58,-9.37,-36.24,1.54901205,-1.909929447,-1.137466511,-0.888338753,0.559577219
MN 66902,"Faz TorresÜpolis, Viçosa",Alagoas,Brasil,H,1.93441577,0.819779831,2.036011984,1.022450928,1.32972401,2.00148,2.757475084,1.205970807,1.547562509,2.707383312,1.574846468,2.026831591,2.23644529,2.364620484,0.896088025,2.705379973,6.92,2.27,7.66,2.78,3.78,7.4,15.76,3.34,4.7,14.99,4.83,7.59,9.36,10.64,2.45,14.96,-9.37,-36.24,0.680536096,0.164213828,-0.09101334,-0.507632494,0.73797333
MN 66904,"Faz Pirau_s, Quebrangulo",Alagoas,Brasil,H,1.983756292,0.779324877,2.106570209,0.982078472,1.252762968,2.004179057,2.729159164,1.342864803,1.638996715,2.71866038,1.486139696,2.079441542,2.145931283,2.395164274,0.751416089,2.656756907,7.27,2.18,8.22,2.67,3.5,7.42,15.32,3.83,5.15,15.16,4.42,8,8.55,10.97,2.12,14.25,-9.31,-36.47,0.575803045,-0.202827022,0.596471517,-0.355747367,0.305063118
MN 66905,"Faz Pirau_s, Quebrangulo",Alagoas,Brasil,H,1.961502244,0.78845736,2.151762203,1.00795792,1.327075001,2.055404964,2.737609003,1.181727195,1.492904096,2.757475084,1.682688374,2.111424588,2.188295947,2.448415541,0.97455964,2.681706226,7.11,2.2,8.6,2.74,3.77,7.81,15.45,3.26,4.45,15.76,5.38,8.26,8.92,11.57,2.65,14.61,-9.31,-36.47,-0.769644791,0.171325584,-0.798781415,-0.506003221,0.616627668
MN 66909,"St Caboge, Viçosa",Alagoas,Brasil,H,1.884034745,0.737164066,2.109000344,1.05431203,1.355835154,2.048982334,2.789322921,1.235471471,1.425515074,2.737609003,1.638996715,2.061786606,2.158714723,2.396985768,0.963174318,2.651127054,6.58,2.09,8.24,2.87,3.88,7.76,16.27,3.44,4.16,15.45,5.15,7.86,8.66,10.99,2.62,14.17,-9.37,-36.24,-0.506380108,-1.073994121,-0.946568116,-0.950005599,-0.548376113
MN 66910,"St Caboge, Viçosa",Alagoas,Brasil,H,1.894616855,0.806475866,1.998773639,0.985816795,1.1442228,1.979621206,2.668616132,1.252762968,1.541159072,2.688527535,1.512927012,2.043814364,2.111424588,2.369308725,0.828551818,2.591516385,6.65,2.24,7.38,2.68,3.14,7.24,14.42,3.5,4.67,14.71,4.54,7.72,8.26,10.69,2.29,13.35,-9.37,-36.24,0.537940375,0.391128409,-0.892958302,-0.054288577,-1.119006479
MN 66912,"St Caboge, Viçosa",Alagoas,Brasil,H,1.965712776,0.765467842,2.070653036,0.959350221,1.32972401,1.962907725,2.700018029,1.095273387,1.499623046,2.670694415,1.545432582,2.100468909,2.124653885,2.396985768,1.098612289,2.628285233,7.14,2.15,7.93,2.61,3.78,7.12,14.88,2.99,4.48,14.45,4.69,8.17,8.37,10.99,3,13.85,-9.37,-36.24,0.683794739,-1.682178575,-1.156942001,-0.288079369,0.770180107
MN 66918,"Faz Lagoa, Viçosa",Alagoas,Brasil,H,1.976854953,0.770108222,1.983756292,0.91228271,1.190887565,1.979621206,2.613006652,1.264126727,1.617406082,2.693274916,1.486139696,2.089391873,2.151762203,2.050270164,0.924258902,2.587011873,7.22,2.16,7.27,2.49,3.29,7.24,13.64,3.54,5.04,14.78,4.42,8.08,8.6,7.77,2.52,13.29,-9.37,-36.24,0.145788411,-0.524146042,0.015434795,1.952801206,-0.776670571
MN 66919,"Eng GitÜ, Quebrangulo",Alagoas,Brasil,H,1.882513832,0.708035793,1.978239036,0.928219303,1.166270937,1.958685341,2.677590994,1.16315081,1.501852702,2.667228207,1.439835128,1.974081026,2.085672091,2.134166441,1.078409581,2.586259144,6.57,2.03,7.23,2.53,3.21,7.09,14.55,3.2,4.49,14.4,4.22,7.2,8.05,8.45,2.94,13.28,-9.31,-36.47,1.152180942,-0.882241703,-0.921961741,1.058138578,-0.606073432
MN 66922,"St MocÜs I, Anadia",Alagoas,Brasil,H,1.940179474,0.779324877,2.026831591,0.862889955,1.252762968,1.985130862,2.708050201,1.302912752,1.574846468,2.723267167,1.601405741,2.060513532,2.20386912,2.382320061,1.011600912,2.641197894,6.96,2.18,7.59,2.37,3.5,7.28,15,3.68,4.83,15.23,4.96,7.85,9.06,10.83,2.75,14.03,-9.41,-36.304,0.120852647,0.689731016,0.543215683,-0.747628874,-0.150311506
MN 66928,"St Poço Dantas, Viçosa",Alagoas,Brasil,H,1.921324674,0.737164066,2.012232792,0.936093359,1.316408234,1.974081026,2.780680892,1.137833002,1.510721939,2.674148649,1.463255402,2.061786606,2.144761008,2.391511302,1.00063188,2.582486978,6.83,2.09,7.48,2.55,3.73,7.2,16.13,3.12,4.53,14.5,4.32,7.86,8.54,10.93,2.72,13.23,-9.37,-36.24,0.675634701,-2.664273737,-1.710675055,-1.527776574,-0.066326287
MN 66934,"Faz TorresÜpolis, Viçosa",Alagoas,Brasil,H,1.990610328,0.770108222,1.965712776,0.90825856,1.244154594,1.916922612,2.63977136,1.241268589,1.501852702,2.725890119,1.508511994,2.093097868,2.192770227,2.445819261,1.187843422,2.615203651,7.32,2.16,7.14,2.48,3.47,6.8,14.01,3.46,4.49,15.27,4.52,8.11,8.96,11.54,3.28,13.67,-9.37,-36.24,0.180363956,-1.30801928,0.575409241,-0.243570575,-0.564479634
MN 66935,"Faz TorresÜpolis, Viçosa",Alagoas,Brasil,H,1.93874166,0.783901544,2.028148247,0.943905899,1.383791231,1.993338843,2.680336363,1.1442228,1.519513205,2.698673039,1.553925203,2.037316615,2.187174241,2.155244505,0.88376754,2.598979106,6.95,2.19,7.6,2.57,3.99,7.34,14.59,3.14,4.57,14.86,4.73,7.67,8.91,8.63,2.42,13.45,-9.37,-36.24,0.405088291,-0.890486645,-0.646994987,-0.199360295,-0.485779679
MN 66937,"Faz TorresÜpolis, Viçosa",Alagoas,Brasil,H,1.982379829,0.765467842,1.905088155,1.026041596,1.10856262,1.979621206,2.631169157,1.199964783,1.528227857,2.700018029,1.446918983,2.080690761,2.111424588,2.427454075,0.985816795,2.613739522,7.26,2.15,6.72,2.79,3.03,7.24,13.89,3.32,4.61,14.88,4.25,8.01,8.26,11.33,2.68,13.65,-9.37,-36.24,-0.351235033,-0.997379598,-0.762261933,0.361271372,-0.600131686
MN 66939,"Faz Pirau_s, Quebrangulo",Alagoas,Brasil,H,1.905088155,0.722705983,1.873339456,0.90016135,0.920282753,1.937301775,2.595254707,1.193922468,1.534714366,2.685804592,1.366091654,1.971299383,2.060513532,2.357073278,1.166270937,2.547881449,6.72,2.06,6.51,2.46,2.51,6.94,13.4,3.3,4.64,14.67,3.92,7.18,7.85,10.56,3.21,12.78,-9.31,-36.47,0.642440788,0.330849091,-1.163828751,0.837026361,-1.271316487
MN 66941,"Faz Pirau_s, Quebrangulo",Alagoas,Brasil,H,1.983756292,0.797507196,2.0255132,0.924258902,1.147402453,2.02287119,2.729811693,1.160020917,1.508511994,2.777576264,1.519513205,2.066862759,2.118662255,2.3896798,1.061256502,2.650421088,7.27,2.22,7.58,2.52,3.15,7.56,15.33,3.19,4.52,16.08,4.57,7.9,8.32,10.91,2.89,14.16,-9.31,-36.47,-0.691070312,-1.076059773,-0.484734639,0.032922895,0.448837655
MN 66942,"St Caboge, Viçosa",Alagoas,Brasil,H,1.93874166,0.712949808,1.937301775,0.943905899,1.057790294,1.877937165,2.609334228,1.064710737,1.427916036,2.676215478,1.460937904,2.081938422,2.140066163,2.2782924,0.850150929,2.57261223,6.95,2.04,6.94,2.57,2.88,6.54,13.59,2.9,4.17,14.53,4.31,8.02,8.5,9.76,2.34,13.1,-9.37,-36.24,1.34419058,-0.279813061,-1.81336881,1.156806527,-1.011980408
MN 66944 ou 94?,"St Caboge, Viçosa",Alagoas,Brasil,H,1.93441577,0.751416089,2.064327904,1.085189268,1.264126727,1.95160817,2.718000532,1.235471471,1.591273942,2.729159164,1.54329811,2.055404964,2.180417459,2.457877977,1.153731588,2.648300197,6.92,2.12,7.88,2.96,3.54,7.04,15.15,3.44,4.91,15.32,4.68,7.81,8.85,11.68,3.17,14.13,-9.37,-36.24,1.306043651,-0.995673426,-0.389413427,0.009767701,0.54804809
MN 66945,"St Caboge, Viçosa",Alagoas,Brasil,H,1.961502244,0.783901544,1.928618652,0.993251773,1.150572028,1.943048917,2.669309373,1.075002423,1.486139696,2.730463796,1.388791241,2.041220329,2.100468909,2.392425797,1.235471471,2.626116818,7.11,2.19,6.88,2.7,3.16,6.98,14.43,2.93,4.42,15.34,4.01,7.7,8.17,10.94,3.44,13.82,-9.37,-36.24,0.324544653,-2.672056124,-0.941453484,0.897305145,0.352056972
MN 66946,"St Caboge, Viçosa",Alagoas,Brasil,H,1.930071085,0.717839793,1.962907725,1.00063188,1.153731588,1.919859472,2.673458756,1.078409581,1.506297154,2.715356776,1.523880024,2.036011984,2.14710019,2.309560707,1.10856262,2.630448955,6.89,2.05,7.12,2.72,3.17,6.82,14.49,2.94,4.51,15.11,4.59,7.66,8.56,10.07,3.03,13.88,-9.37,-36.24,1.367839594,-0.72005816,-1.141585165,0.864714286,0.440721959
MN 66948,"Pov Dois Braços, Quebrangulo",Alagoas,Brasil,H,1.971299383,0.741937345,2.013568798,1.05431203,1.199964783,1.954445052,2.70404218,1.355835154,1.62924054,2.741484977,1.504077397,2.136530509,2.208274414,2.346601978,0.932164081,2.629728234,7.18,2.1,7.49,2.87,3.32,7.06,14.94,3.88,5.1,15.51,4.5,8.47,9.1,10.45,2.54,13.87,-9.31,-36.47,0.49422901,-1.381644088,0.165579978,0.856219283,-0.449025699
MN 66949,"St Caboge, Viçosa",Alagoas,Brasil,H,1.882513832,0.693147181,1.986503546,0.924258902,1.064710737,1.891604804,2.674838067,1.08180517,1.549687908,2.643333886,1.442201993,2.026831591,2.038619547,2.358965426,1.022450928,2.59076704,6.57,2,7.29,2.52,2.9,6.63,14.51,2.95,4.71,14.06,4.23,7.59,7.68,10.58,2.78,13.34,-9.37,-36.24,2.390461573,-0.319874214,-1.797653223,0.729801624,0.59503539
MN 66950,"St Caboge, Viçosa",Alagoas,Brasil,H,1.953027617,0.770108222,2.105352923,1.01523068,1.261297871,1.979621206,2.720637317,1.172482137,1.539015448,2.733067964,1.581038438,2.081938422,2.194999882,2.286455711,1.131402111,2.655352412,7.05,2.16,8.21,2.76,3.53,7.24,15.19,3.23,4.66,15.38,4.86,8.02,8.98,9.84,3.1,14.23,-9.37,-36.24,0.697416018,-0.835864802,-0.763735026,0.964186979,0.636407362
MN 66952,"St Caboge, Viçosa",Alagoas,Brasil,H,1.982379829,0.797507196,2.018895042,0.978326123,1.286474026,1.978239036,2.815408719,1.252762968,1.60341984,2.736961545,1.572773928,2.122261539,2.267993648,2.335052283,0.959350221,2.677590994,7.26,2.22,7.53,2.66,3.62,7.23,16.7,3.5,4.97,15.44,4.82,8.35,9.66,10.33,2.61,14.55,-9.37,-36.24,0.523560892,-1.641629176,-0.175098983,-0.392297201,0.803491457
MN 66953,"St Caboge, Viçosa",Alagoas,Brasil,H,1.971299383,0.815364813,2.065596135,1.033184483,1.266947603,1.982379829,2.674838067,1.297463147,1.383791231,2.743417345,1.413423029,2.084429083,2.239645293,2.393339456,0.928219303,2.667228207,7.18,2.26,7.89,2.81,3.55,7.26,14.51,3.66,3.99,15.54,4.11,8.04,9.39,10.95,2.53,14.4,-9.37,-36.24,-0.784803753,-1.398734621,0.398741466,0.872836984,-1.490223552
MN 66954,"St Caboge, Viçosa",Alagoas,Brasil,H,1.922787732,0.779324877,2.0255132,0.985816795,1.247032294,1.989243274,2.695302628,1.247032294,1.517322624,2.692598097,1.547562509,2.046401688,2.124653885,2.440606391,1.011600912,2.622492313,6.84,2.18,7.58,2.68,3.48,7.31,14.81,3.48,4.56,14.77,4.7,7.74,8.37,11.48,2.75,13.77,-9.37,-36.24,0.279605832,-0.343096324,-0.3827748,-0.730953525,-0.454346388
MN 66955,"St Caboge, Viçosa",Alagoas,Brasil,H,1.937301775,0.765467842,1.979621206,1.00795792,1.226712291,1.978239036,2.731766728,1.232560261,1.593308531,2.726544784,1.506297154,2.069391206,2.122261539,2.460443178,1.150572028,2.691920819,6.94,2.15,7.24,2.74,3.41,7.23,15.36,3.43,4.92,15.28,4.51,7.92,8.35,11.71,3.16,14.76,-9.37,-36.24,0.343077483,-1.44234617,0.214809058,0.402768678,1.180577901
MN 66956,"St Caboge, Viçosa",Alagoas,Brasil,H,1.998773639,0.815364813,2.014903021,1.040276712,1.280933845,1.975468951,2.740840024,1.205970807,1.456286733,2.742129515,1.566530411,2.064327904,2.16791019,2.340843805,0.858661619,2.630448955,7.38,2.26,7.5,2.83,3.6,7.21,15.5,3.34,4.29,15.52,4.79,7.88,8.74,10.39,2.36,13.88,-9.37,-36.24,0.381320073,-1.772354721,-0.015333181,-1.1170621,-0.681472896
MN 66958,"St Caboge, Viçosa",Alagoas,Brasil,H,1.961502244,0.783901544,1.994700313,1.011600912,1.264126727,2.002830439,2.706048198,1.269760545,1.521698998,2.68988623,1.490654376,2.041220329,2.204972264,2.182674796,1.061256502,2.629728234,7.11,2.19,7.35,2.75,3.54,7.41,14.97,3.56,4.58,14.73,4.44,7.7,9.07,8.87,2.89,13.87,-9.37,-36.24,0.026914523,-1.367413021,-0.160742105,0.625742923,-0.785476988
MN 66960,"St Caboge, Viçosa",Alagoas,Brasil,H,1.961502244,0.819779831,1.865629318,0.940007258,1.105256831,1.932969638,2.591516385,1.16315081,1.562346305,2.706715978,1.383791231,2.076938411,2.13771045,2.412335957,0.850150929,2.614471854,7.11,2.27,6.46,2.56,3.02,6.91,13.35,3.2,4.77,14.98,3.99,7.98,8.48,11.16,2.34,13.66,-9.37,-36.24,0.112927418,-0.475605456,-0.434802441,0.824027398,-0.458632912
