Individual	Species	CSM	LM1	CFI	LFI	LPI	LPA	CNA	LNA	LIO	LCC	LPZ	LCO	CPP	LIP	CIP
272	F	0.014206652	0.029673527	-0.05347258	-0.038906852	0.034411039	-0.063949284	0.014619683	-0.014344484	0.086187612	-0.004812147	-0.080532087	-0.011372821	-0.053213216	-0.018327546	0.277727283
273	F	0.008727531	-0.054288141	0.051522226	0.047655807	0.081820276	-0.06344253	0.12765532	-0.010529495	0.045263529	0.029103727	0.033014739	0.030254169	0.124479175	0.04881867	0.209994492
274	F	0.011318909	0.013867326	-0.017918314	0.036807366	-0.038997173	-0.081356928	-0.072185358	-0.042957182	-0.008204424	-0.035520206	-0.0560488	-0.034012469	-0.056713684	-0.034375897	0.054454473
275	A	0.11181406	0.199213364	-0.112944474	-0.173156434	-0.18422206	0.091795799	-0.184597971	-0.026605799	-0.131242735	-0.034586009	-0.045321517	0.094388307	-0.021041423	-0.100015726	-0.043433289
276	A	0.086488728	0.129967538	-0.02006834	-0.159820134	0.079700624	0.112938156	-0.045155754	-0.063152235	-0.211208601	0.057213361	0.143286674	0.060674603	-0.011932117	-0.075778484	0.082775044
277	A	0.058249957	0.111342108	0.034888922	-0.155015328	0.067488035	0.097594372	0.014896691	0.134513537	-0.053844863	0.019163414	0.152407914	0.078580375	0.087837441	-0.1465093	0.174257689
278	A	0.074598699	0.091456989	0.044654214	-0.112353363	0.129013807	0.13694896	0.008618784	-0.088270572	-0.03721018	0.021826098	0.179249026	0.058946981	0.049572523	0.050830141	0.180335313
279	A	0.055774652	0.158697052	0.087911902	-0.068303662	0.100403987	0.064471159	-0.095030436	-0.060859749	-0.133523494	0.018443879	0.12606961	0.036009173	0.002929946	-0.067943532	-0.201970211
280	A	0.07139338	0.044799846	-0.135775055	0.010018037	-0.069397507	0.071782389	-0.077454196	0.121377258	-0.007475185	0.096865528	-0.105605983	0.164528326	0.06706461	0.045488427	-0.012976864
281	A	0.079905921	0.038465116	-0.044920794	-0.066244486	0.011328022	0.12654863	-0.016994621	0.103970147	-0.012847778	0.082975363	-0.024973623	0.085143008	0.091671239	0.029112221	-0.530631042
282	A	0.073035906	0.078688928	-0.077280362	-0.114362825	-0.061267897	0.052144699	-0.082580661	-0.014516183	-0.06553963	0.080684366	-0.005699147	0.049456429	0.008266612	-0.090383712	-0.187182189
283	A	0.107798514	0.12224896	0.133685208	0.109103688	0.20425545	0.208428217	0.152900668	0.101151937	0.078466317	0.063756952	0.128164724	0.089722366	0.168340644	-0.104699161	-0.14604978
284	A	-0.016105847	0.077778002	-0.03849906	-0.051480206	0.004394336	0.06152923	0.055509217	0.059473586	-0.01658685	0.032861869	-0.041181739	0.046752988	0.145513102	-0.116924179	-0.178842301
285	A	0.053661077	0.081461476	0.002362345	-0.107734207	-0.062478953	0.221464253	-0.060764307	-0.116004113	-0.067921021	0.014635635	-0.065983823	0.01725188	-0.02583261	-0.015342258	-0.18264116
286	A	0.053442145	0.135691851	0.052351319	0.031267855	-0.012712408	0.131929482	-0.031096514	-0.077118792	0.026137082	0.019041151	-0.044899242	0.075533357	-0.007829373	0.085862341	0.024719151
287	A	0.052947879	0.09870677	-0.092605561	0.117422365	-0.107470284	0.110511977	-0.101731326	-0.019345664	0.012994382	0.070805016	0.00078536	0.075142373	0.034991333	-0.033536846	-0.274267161
288	A	-0.038011105	0.060940748	-0.115521492	-0.093223363	0.122730389	-0.010375098	-0.034670391	0.12524557	0.077188015	0.044502945	0.014070317	0.030021052	-0.058960233	-0.005657195	-0.090125424
289	A	0.082531382	0.110170082	0.018477444	0.091500705	-0.08407041	0.157373719	-0.018907796	0.064414699	0.046674378	0.073481206	0.004462384	-0.041713803	-0.007869938	-0.187314685	0.040999469
290	A	0.059576958	0.111040854	-0.010105719	0.019391741	0.044187794	0.173400683	0.045827555	-0.00351369	0.116490993	0.076754879	-0.036648816	-0.001099509	0.01515267	-0.021343162	-0.202456739
291	A	0.04365536	0.022514962	-0.010246744	0.082833543	-0.07640242	0.06042232	0.093962275	0.077487226	0.083171184	0.042601439	0.010639773	0.035432132	-0.076987258	0.011470652	0.016193071
292	A	0.043402885	0.011141612	-0.077142782	0.019904642	-0.015598391	0.063588394	-0.022889204	0.181511736	-0.073184997	0.066715007	0.01186514	0.004999474	-0.001957925	0.094708913	0.109978001
293	A	-0.043675387	-0.012768632	0.036890228	0.031900255	-0.025286597	0.079716567	0.066067934	0.006687012	-0.075827871	0.040575933	-0.064106202	0.069499213	0.006177236	0.073682743	0.059367661
294	A	0.018140602	0.053250787	-0.054168482	0.006330334	-0.01278651	0.095402375	0.007988927	0.05966581	-0.160835176	-0.003298333	-0.056576323	0.056554893	0.062776327	-0.040079552	0.129589358
295	A	0.026655143	0.007604876	-0.127230707	0.001872068	0.029942026	0.093472175	-0.049004896	0.066653556	-0.001618216	0.021873365	-0.071528165	0.00073	0.092005909	0.105511198	0.025942287
296	A	0.019166543	0.07100391	-0.120393451	-0.01978956	-0.085792762	0.090068832	-0.131888938	0.193717163	0.042872866	0.053038758	-0.046584342	-0.002390467	-0.003815489	0.026754502	0.368592107
297	A	-0.003872311	0.049039734	-0.054171312	-0.024612603	-0.081115134	0.121731093	0.026134614	-0.023810238	-0.052415682	-0.006803338	0.004371807	0.037879165	-0.03195335	0.060419852	0.06499305
298	A	0.013562428	0.098914511	-0.065911693	-0.019569764	-0.141922096	0.130191282	-0.0613476	0.057702127	-0.039417174	0.043697544	-0.087719018	0.027862514	-0.02984638	-0.080245911	-0.143131836
299	A	0.071562378	0.025091186	-0.101039224	-0.016333494	0.04743724	0.069920984	-0.015410063	-0.067221999	-0.025382219	0.044285338	0.03982303	0.083145946	0.006059339	-0.046236052	0.026687789
300	A	0.055455675	0.021503536	0.001331753	-0.029043801	-0.114199143	0.092793778	-0.053335961	-0.034192852	-0.039803392	0.04865833	0.023422384	-0.007670854	-0.11568946	-0.057470348	0.389211156
301	A	0.015821418	0.041527734	-0.01485609	-0.010254717	-0.009123481	0.069026338	-0.056374575	0.119676123	-0.068240483	0.03901812	0.004908765	0.094013381	-0.032172221	-0.121926116	0.24058083
302	A	-0.006899693	-0.027838266	-0.10493138	-0.064458113	-0.018159872	0.094920843	-0.056220669	0.024894048	-0.073509231	0.01340344	-0.064225559	0.020390531	0.00247504	0.047213491	0.203797004
303	A	0.033328326	0.022092189	-0.089894611	-0.029544861	0.002882131	0.092671363	-0.027219004	0.13082382	0.039916534	0.053852517	0.000950063	0.061751496	0.014672979	0.061779687	0.187509105
304	A	0.016350398	0.066692919	-0.059468648	0.038270416	-0.00389047	0.091384942	0.011828676	-0.00043752	-0.010662228	0.025663431	0.070127044	0.037539958	0.117793426	0.113975671	0.25316761
305	A	0.049109869	0.073922518	-0.128767498	-0.063158559	-0.129347084	0.166846744	0.09140753	0.091676444	0.062390494	0.061249352	0.034814919	0.06074778	0.089912445	0.101462403	0.008709735
306	A	-0.087752864	0.024089018	-0.04713061	0.050365552	-0.046592907	0.188591927	0.103956542	0.098873555	-0.013747986	0.014354265	0.022042531	0.048311548	0.082562709	0.071835246	0.084330416
307	A	-0.000645244	0.052460194	-0.078273386	-0.00567067	-0.039209301	0.191320063	0.01132654	0.071834683	0.05309307	0.031032042	0.012885482	-0.036628621	0.021633539	0.092371475	0.126320936
308	A	0.054002328	0.144012639	-0.012952944	0.046794061	0.101583072	0.236265138	0.049111645	0.154708367	-0.046358113	0.094075042	0.170997159	0.030242117	0.118998404	-0.036123547	0.228639805
309	A	0.013392959	0.100538849	-0.094835117	0.055437559	-0.002634451	0.100724609	0.074079466	0.090838632	-0.194242837	0.000460835	-0.041220323	0.058212531	0.058693238	-0.088363649	0.268099989
310	A	0.03263482	0.053727705	-0.061485967	-0.014686314	-0.040331828	0.141978724	-0.0260278	0.058162098	-0.061041342	0.030005842	-0.041405691	0.047901912	0.009427783	-0.006950203	0.322753853
311	A	-0.034670525	-0.025196405	-0.086681361	-0.087141495	-0.000604471	0.128642242	-0.011797942	-0.020295609	0.013507721	0.067227158	0.045860877	0.043586114	0.027674623	0.041101609	-0.012772643
312	A	0.062309282	0.068464446	-0.031989833	-0.011748594	-0.011386816	0.057613413	0.006120773	-0.028877119	-0.041767005	0.009052647	-0.03023757	0.018253876	0.067657269	0.028818493	0.141015758
313	A	0.024933974	0.025325638	-0.123871794	0.027766451	-0.026283883	0.126267111	0.02825356	0.091420173	-0.014838233	0.055138802	0.003340146	0.014847688	0.061495062	0.067449534	0.268623878
314	A	0.043329894	0.065626421	-0.020124028	0.084137534	-0.116121189	0.143973784	-0.022177919	0.120677154	-0.060331373	0.031010122	-0.055998839	0.160778137	-0.040518119	0.023951613	0.172131646
315	A	0.062956638	-0.035324617	-0.135192788	0.024434603	-0.147364184	0.041857994	-0.179176648	-0.04009396	-0.024714146	0.020416474	-0.060779129	0.027653642	-0.0397596	0.067899953	0.330747289
316	A	0.063182305	0.193698301	0.039864931	-0.016938966	0.059270713	0.156490552	0.005895784	0.15810006	-0.107198623	-0.008769764	0.035821249	0.001909583	0.020630913	-0.102557672	0.056079376
317	A	0.041772203	0.091218216	-0.109535587	-0.177774343	0.004068144	0.010291741	-0.068128936	0.123719675	0.017065475	0.024794198	-0.014545955	0.001344456	-0.005777651	0.087475511	0.007201013
318	A	0.030868669	0.085116727	-0.062499492	-0.097024936	0.050022706	0.033912001	-0.080537136	-0.141261385	-0.003541902	0.016423091	-0.055167456	0.037931305	-0.004537616	0.087795552	-0.023127798
319	A	0.041877744	0.129108733	-0.010963912	0.093675441	0.260391666	-0.009765856	0.024967145	0.262289224	-0.008490198	0.068739275	0.064019668	0.023538504	0.160332777	-0.036447104	-0.283720398
320	A	0.006616049	0.03998399	-0.214633275	0.013436721	0.121376676	0.03099746	-0.014519936	0.229310995	-0.001737209	-0.013330579	0.047343512	0.041718777	0.11300025	0.045076184	0.177962567
